task_id,classification,status,created_month,completed_month
t_068a23f3d794,governance,done,2026-05,2026-05
t_a9e16c906411,governance,done,2026-05,2026-05
t_d2c8cf5bfa9d,governance,abandoned,2026-05,
t_36fd54385dcf,governance,done,2026-05,2026-05
t_f077bdfca18b,governance,done,2026-05,2026-05
t_9c8dc30dfc28,governance,done,2026-05,2026-05
t_bd7423e7fac5,governance,done,2026-05,2026-05
t_17ae5fcaf899,governance,done,2026-05,2026-05
t_41f0e970191a,work,done,2026-05,2026-05
t_ef682722809b,governance,done,2026-05,2026-05
t_577bd4597b57,governance,done,2026-05,2026-05
t_46dc41cee4de,governance,done,2026-05,2026-05
t_3275baf02ebe,work,done,2026-05,2026-05
t_4a1178bae3a7,governance,done,2026-05,2026-05
t_a03d8c59fede,governance,done,2026-05,2026-05
t_4092a564f2ce,governance,done,2026-05,2026-05
t_2d3d476d853c,governance,done,2026-05,2026-05
t_e014c25ff4c5,governance,done,2026-05,2026-05
t_68ffb1f9311b,governance,done,2026-05,2026-05
t_3f849fac9873,governance,done,2026-05,2026-05
t_cbf2d21cb4b6,governance,done,2026-05,2026-05
t_8fcbdb575d72,governance,done,2026-05,2026-05
t_eabfad2d474a,governance,done,2026-05,2026-05
t_e116358162f3,governance,done,2026-05,2026-05
t_23552b3f4ec8,governance,done,2026-05,2026-05
t_4d777560e0ee,governance,done,2026-05,2026-05
t_75ad183b92d4,governance,done,2026-05,2026-05
t_3236f252ef16,governance,done,2026-05,2026-05
t_df935473ab41,governance,done,2026-05,2026-05
t_da7ae8985f9f,governance,done,2026-05,2026-05
t_4d3bee66fb87,governance,done,2026-05,2026-05
t_fb092db10eee,governance,done,2026-05,2026-05
t_f08bd751d4fe,governance,done,2026-05,2026-05
t_9d2afc2dcc81,governance,done,2026-05,2026-05
t_c78cfa65a3d9,governance,done,2026-05,2026-05
t_e932e8df35e8,governance,abandoned,2026-05,
t_48a78813463c,governance,done,2026-05,2026-05
t_b941856db75f,governance,done,2026-05,2026-05
t_2f20e3a8e60e,governance,abandoned,2026-05,
t_864fb6c0b306,governance,done,2026-05,2026-05
t_82012a6fce8d,governance,done,2026-05,2026-05
t_a30b31876a89,governance,done,2026-05,2026-05
t_6723fe1d784c,governance,done,2026-05,2026-05
t_5aafc5af07ca,governance,done,2026-05,2026-05
t_ee3f57211e5b,governance,abandoned,2026-05,
t_b34befaef21a,governance,done,2026-05,2026-05
t_ed83374bedd5,governance,done,2026-05,2026-05
t_ad7885490544,governance,done,2026-05,2026-05
t_88805eb2e674,governance,done,2026-05,2026-05
t_c5e193968e9c,governance,done,2026-05,2026-05
t_26c44a4b33b2,governance,done,2026-05,2026-05
t_7082a77f84e0,governance,done,2026-05,2026-05
t_5e7fffa82e70,governance,done,2026-05,2026-05
t_fb1de7dfb83a,governance,done,2026-05,2026-05
t_1270c0c6d0d4,governance,done,2026-05,2026-05
t_b8eb5e4f4259,work,done,2026-05,2026-05
t_9c5c60def450,governance,done,2026-05,2026-05
t_7592f614172b,governance,done,2026-05,2026-05
t_9399e00ce802,governance,done,2026-05,2026-05
t_e2b5ae5614aa,governance,done,2026-05,2026-05
t_04c2fc8bb168,governance,done,2026-05,2026-05
t_b5cfc7583761,governance,done,2026-05,2026-05
t_9d84cd0bbbe2,governance,done,2026-05,2026-05
t_5a61c71ff8e9,governance,done,2026-05,2026-05
t_918bf71359f9,governance,done,2026-05,2026-05
t_960eb1f7c411,governance,done,2026-05,2026-05
t_d5e957a728a1,governance,done,2026-05,2026-05
t_687dc3456bc7,governance,done,2026-05,2026-05
t_3b2f095b102c,governance,done,2026-05,2026-05
t_25bd0865b27c,governance,done,2026-05,2026-05
t_5500ed19815e,governance,done,2026-05,2026-05
t_1b5edc62be6d,governance,done,2026-05,2026-05
t_fded77b08bd4,governance,done,2026-06,2026-06
t_c939237496c2,governance,done,2026-05,2026-05
t_a8cdec4c8cda,governance,done,2026-05,2026-05
t_120af3c2e685,governance,done,2026-05,2026-05
t_1e7a8d38a943,governance,done,2026-05,2026-05
t_18fb28cda444,governance,done,2026-05,2026-05
t_3e90c5d9ac89,governance,done,2026-05,2026-05
t_0d806f1ff7a9,governance,done,2026-05,2026-05
t_37a1cb4ce510,governance,done,2026-05,2026-05
t_ffaa129b1d8b,governance,done,2026-05,2026-05
t_54cc739af184,governance,done,2026-05,2026-05
t_9a0989c2a1a4,governance,done,2026-05,2026-05
t_3b001ffe005c,governance,done,2026-05,2026-05
t_b951651bd102,governance,done,2026-05,2026-05
t_9602a485db32,governance,done,2026-05,2026-05
t_08fe9bf3016d,governance,done,2026-05,2026-05
t_e3de264436f2,governance,done,2026-05,2026-05
t_c0a08a2039d4,governance,done,2026-05,2026-05
t_eedacc7fd606,governance,done,2026-05,2026-05
t_e4a2c006c37f,governance,done,2026-05,2026-05
t_5b8be15e98c2,governance,done,2026-05,2026-05
t_8602953503e9,governance,done,2026-05,2026-05
t_4592e01e65cb,governance,done,2026-05,2026-05
t_c1e518125b73,governance,done,2026-05,2026-05
t_0b4f189b79c7,governance,done,2026-05,2026-05
t_62f2b492c1bb,governance,done,2026-05,2026-05
t_3b41359a4735,work,done,2026-05,2026-05
t_8877e3dfc952,governance,done,2026-05,2026-05
t_cef32a23382e,governance,done,2026-05,2026-05
t_0a870b6557e5,governance,done,2026-05,2026-05
t_b1d4a67f6e78,work,done,2026-05,2026-05
t_57555e40a3ee,work,abandoned,2026-06,
t_fba8c9e5145a,governance,done,2026-05,2026-05
t_fe6ab06525fb,governance,done,2026-05,2026-05
t_58c4101c060c,governance,done,2026-05,2026-05
t_12f4bff6fad1,governance,done,2026-05,2026-05
t_8196e52bd439,governance,done,2026-05,2026-05
t_99a6e03e953b,governance,done,2026-05,2026-05
t_49b49d4fff8f,governance,done,2026-05,2026-05
t_3a5fb4cf1096,governance,done,2026-05,2026-05
t_12ea7ea7661d,governance,done,2026-05,2026-05
t_159aba728c6c,governance,done,2026-05,2026-05
t_0303fb112630,governance,done,2026-05,2026-05
t_5a7e9f0994af,governance,done,2026-05,2026-05
t_70fccd367155,governance,done,2026-05,2026-05
t_8a9d7bfb5c1d,governance,done,2026-05,2026-05
t_d4b7b07136d1,governance,done,2026-05,2026-05
t_11f8e9115dd3,governance,done,2026-05,2026-05
t_18918105cc4a,governance,done,2026-05,2026-05
t_f7ce0cbc7f28,governance,done,2026-05,2026-05
t_dffb469974a7,governance,done,2026-05,2026-05
t_10568962449d,governance,done,2026-05,2026-05
t_be0736b8c616,governance,done,2026-05,2026-05
t_0d7d2d339b23,governance,done,2026-05,2026-05
t_df573758a08f,governance,done,2026-05,2026-05
t_9f8a8970c143,governance,done,2026-05,2026-05
t_a83e4df0ef6f,governance,done,2026-05,2026-05
t_d4d94132d4ba,governance,done,2026-05,2026-05
t_3e0ab46d9aed,governance,done,2026-05,2026-05
t_7c921c0d9068,governance,done,2026-05,2026-05
t_80de8a32a0dc,governance,done,2026-05,2026-05
t_89e0f91a7a17,governance,done,2026-05,2026-05
t_c93be2d4050c,governance,done,2026-05,2026-05
t_ced0188f8e1d,governance,done,2026-05,2026-05
t_8df547e0d1b3,governance,done,2026-05,2026-05
t_515baa48d454,governance,done,2026-05,2026-05
t_2102577064a8,governance,done,2026-05,2026-05
t_cd4c775e32da,governance,done,2026-05,2026-05
t_a1bc08111882,governance,done,2026-05,2026-05
t_97c398473448,governance,done,2026-05,2026-05
t_e4c17992f16f,work,done,2026-05,2026-05
t_7ca35bbeb630,governance,done,2026-05,2026-05
t_18e10dafb547,governance,done,2026-05,2026-05
t_dc588540fcb1,governance,done,2026-05,2026-05
t_02372c61cfb1,governance,done,2026-05,2026-05
t_c7cd2681c6b1,governance,done,2026-05,2026-05
t_38b658ecd802,governance,done,2026-05,2026-05
t_ccfdf972630c,governance,done,2026-05,2026-05
t_842fb6b2aa3b,governance,done,2026-05,2026-05
t_bfdd16e2e35e,governance,done,2026-05,2026-05
t_aac6742ba51c,governance,done,2026-05,2026-05
t_84ad4e6139c9,governance,done,2026-05,2026-05
t_33cf42a40b59,governance,done,2026-05,2026-05
t_6e13e661a5b9,work,in-progress,2026-06,
t_3a0665154ba3,governance,done,2026-05,2026-05
t_a75ef300af48,governance,done,2026-05,2026-05
t_845da1d384b1,governance,done,2026-05,2026-05
t_32213f457651,governance,done,2026-05,2026-05
t_c6c048392e3a,governance,done,2026-05,2026-05
t_9f8d154a2aea,governance,done,2026-05,2026-05
t_5a7b5ea28bc8,governance,done,2026-05,2026-05
t_dceb81741927,governance,done,2026-05,2026-05
t_4e35117c7382,governance,done,2026-05,2026-05
t_f1f1156e9524,governance,abandoned,2026-05,
t_d6c324fc617b,governance,done,2026-05,2026-05
t_62f2b84e6fe5,governance,done,2026-05,2026-05
t_4ca236ee5545,governance,done,2026-05,2026-05
t_5e25a2246377,governance,done,2026-06,2026-06
t_a533a09de617,governance,done,2026-05,2026-05
t_ffada9009ab0,governance,done,2026-05,2026-05
t_93a18b47ebc6,governance,done,2026-05,2026-05
t_1663153e5442,governance,done,2026-05,2026-05
t_2f6f6eceb974,governance,done,2026-05,2026-05
t_cb6df58fa882,governance,done,2026-05,2026-05
t_06cfdcae2a9f,governance,done,2026-05,2026-05
t_22a3febfda1b,governance,done,2026-05,2026-05
t_11593af659d3,governance,done,2026-05,2026-05
t_674fcb6d122b,governance,done,2026-05,2026-05
t_1572188c8550,governance,done,2026-05,2026-05
t_1161caaad6a7,governance,done,2026-05,2026-05
t_d86c2bb4b106,governance,done,2026-05,2026-05
t_8cd7d77fd16d,governance,done,2026-05,2026-05
t_a2ad45a79267,governance,done,2026-05,2026-05
t_724350a01abe,governance,done,2026-05,2026-05
t_995bd906bfbb,governance,done,2026-05,2026-05
t_e230acccc568,governance,done,2026-05,2026-05
t_a450c26285e7,governance,done,2026-05,2026-05
t_ea6ba2cdb309,governance,done,2026-05,2026-05
t_7c80951cf3d3,governance,done,2026-05,2026-05
t_72142b815d5f,governance,done,2026-05,2026-05
t_60496da7ac8f,governance,done,2026-05,2026-05
t_6afc830fc631,governance,done,2026-05,2026-05
t_18a5d89571be,governance,done,2026-05,2026-05
t_8b28dee1b3b4,governance,done,2026-05,2026-05
t_df88be0b01e5,governance,done,2026-05,2026-05
t_84ac9d68b0b0,governance,done,2026-05,2026-05
t_a230df277946,governance,done,2026-05,2026-05
t_cbffbf025755,governance,abandoned,2026-05,
t_1629e98eebfe,governance,done,2026-05,2026-05
t_4eb954811261,governance,done,2026-05,2026-05
t_c3747b038714,governance,done,2026-05,2026-05
t_c302b6d798cc,governance,done,2026-05,2026-05
t_c9d34b095b53,governance,done,2026-05,2026-05
t_63e32e308797,governance,done,2026-05,2026-05
t_a2203fe1302e,governance,done,2026-05,2026-05
t_d6525291e55b,governance,done,2026-05,2026-05
t_d57809e2696d,governance,done,2026-05,2026-05
t_3c73008ede56,governance,done,2026-05,2026-05
t_b89cabf97bf4,governance,done,2026-06,2026-06
t_165351d789ea,governance,done,2026-05,2026-05
t_951cde25ad1e,governance,done,2026-05,2026-05
t_9470024e4d5e,governance,done,2026-05,2026-05
t_f7617ea16031,governance,done,2026-05,2026-05
t_644501f022a7,governance,done,2026-05,2026-05
t_2a523971dfaf,governance,done,2026-05,2026-05
t_bfb1ccfc74bf,governance,done,2026-05,2026-05
t_bb572a796f1e,governance,done,2026-05,2026-05
t_9e9f2f6289fe,governance,done,2026-05,2026-05
t_765607ecd4ba,governance,done,2026-05,2026-05
t_d982d9bd9283,governance,done,2026-05,2026-05
t_da7068097cdc,governance,done,2026-05,2026-05
t_eda037fadd2c,governance,done,2026-05,2026-05
t_5f361cc6094c,governance,done,2026-05,2026-05
t_d730b9dde192,governance,done,2026-05,2026-05
t_898015cbd34c,governance,done,2026-05,2026-05
t_fc0099bdca4d,governance,done,2026-05,2026-05
t_c04d57f8dfa0,governance,open,2026-05,
t_44087f310f7f,governance,done,2026-05,2026-05
t_c084feedc676,governance,done,2026-05,2026-05
t_3101a4a58792,governance,done,2026-05,2026-05
t_e35e38253723,governance,done,2026-05,2026-05
t_02381e708285,governance,abandoned,2026-05,
t_7de0b83203d3,governance,done,2026-05,2026-05
t_ea44411216bf,governance,done,2026-05,2026-05
t_4b950765282b,governance,done,2026-05,2026-05
t_18ce613476ca,governance,done,2026-05,2026-05
t_8652df948882,governance,done,2026-05,2026-05
t_ffb858237fe6,governance,done,2026-05,2026-05
t_a966aba16960,governance,done,2026-05,2026-05
t_fefdce299914,governance,done,2026-05,2026-05
t_807f086c3eff,governance,done,2026-05,2026-05
t_e047d6a55923,governance,done,2026-05,2026-05
t_be64ea7e876c,governance,done,2026-05,2026-05
t_d48e8879bc36,governance,done,2026-05,2026-05
t_beb42154fb0c,governance,done,2026-05,2026-05
t_0c7ab03bed0c,governance,done,2026-05,2026-05
t_282748201e29,governance,abandoned,2026-05,
t_a671136ba3b2,governance,abandoned,2026-05,
t_e34ac76f53f2,governance,done,2026-05,2026-05
t_6dbe430323ef,governance,done,2026-05,2026-05
t_4bccbba64ec2,governance,done,2026-05,2026-05
t_4dc13cab7d44,governance,done,2026-05,2026-05
t_3df33bec5d24,governance,done,2026-05,2026-05
t_445734123248,governance,done,2026-05,2026-05
t_130976f8dbf8,governance,done,2026-05,2026-05
t_a931138a8c26,governance,done,2026-05,2026-05
t_2e3b892c974f,governance,done,2026-05,2026-05
t_42537e300193,governance,done,2026-05,2026-05
t_da276d1a694f,governance,done,2026-05,2026-05
t_8c828fbcdcd6,governance,done,2026-05,2026-05
t_0b559325ad4a,governance,done,2026-05,2026-05
t_6b36b15ebb12,governance,done,2026-05,2026-05
t_aacdd7146ecb,governance,done,2026-05,2026-05
t_7007f8417196,governance,abandoned,2026-05,
t_7a2a6f7c9a3f,governance,done,2026-05,2026-05
t_9b74cdfbeff0,governance,done,2026-05,2026-05
t_2b88dd0c0f20,governance,done,2026-05,2026-05
t_27886a448be3,governance,done,2026-05,2026-05
t_04ab8b9f5718,governance,done,2026-05,2026-05
t_1a00710d8371,governance,done,2026-05,2026-05
t_6f04e56ec9a0,governance,abandoned,2026-05,
t_64e4daf060f8,governance,done,2026-05,2026-05
t_563ef6259d0b,governance,done,2026-05,2026-05
t_674c58b0bb2a,governance,done,2026-05,2026-05
t_52fb9ff26436,governance,done,2026-05,2026-05
t_0feab4540d8a,governance,done,2026-05,2026-05
t_ecac530e50d2,governance,done,2026-05,2026-05
t_53c86c390fe3,governance,done,2026-05,2026-05
t_f23689bd5121,governance,abandoned,2026-05,
t_26968c4dfcee,governance,done,2026-05,2026-05
t_3ebfddd43b1d,governance,abandoned,2026-05,
t_75570d5ab53e,governance,done,2026-05,2026-05
t_ff37d4ebce43,governance,done,2026-05,2026-05
t_ea534a57349b,governance,done,2026-05,2026-05
t_fdc0fb7b53de,governance,done,2026-05,2026-05
t_e0c9d9c89f6b,governance,done,2026-05,2026-05
t_8c18877154fc,governance,done,2026-05,2026-05
t_7b675531766d,governance,done,2026-05,2026-05
t_74bc2c98c724,governance,done,2026-05,2026-05
t_990fa5610f2b,governance,done,2026-05,2026-05
t_a261b798a575,governance,done,2026-05,2026-05
t_84cf2cebbb35,governance,done,2026-05,2026-05
t_b5ed6e6da503,governance,done,2026-05,2026-05
t_d5ac596849ad,governance,done,2026-05,2026-05
t_b06905dd3275,governance,abandoned,2026-05,
t_dc8ff50bc7fa,governance,done,2026-05,2026-05
t_b973c49e5148,work,done,2026-05,2026-05
t_2d888cef2fad,governance,done,2026-06,2026-06
t_b7c726dff575,governance,done,2026-05,2026-05
t_d1324fd0e8c8,governance,done,2026-05,2026-05
t_5ee2b59661f0,governance,done,2026-05,2026-05
t_179b282233e1,governance,done,2026-05,2026-05
